hostname,sy_pnum,pl_name,discoverymethod,pl_controv_flag,st_mass,pl_orbper,pl_orbeccen,pl_msinie,st_masserr1,pl_orbpererr1,pl_orbeccenerr1,pl_msinieerr1,st_masserr2,pl_orbpererr2,pl_orbeccenerr2,pl_msinieerr2
Kepler-167,4,Kepler-167 c,Transit,0,0.777,7.406106,0.0,,0.034,1e-05,,,-0.031,-1e-05,,
Kepler-267,3,Kepler-267 c,Transit,0,0.541571,6.87745,0.0,,0.020592,1.6e-05,,,-0.020592,-1.6e-05,,
Kepler-62,5,Kepler-62 d,Transit,0,0.69,18.16406,0.0,,0.02,2e-05,,,-0.02,-2e-05,,
DMPP-1,4,DMPP-1 b,Radial Velocity,0,1.21,17.812,0.2,16.8,0.03,0.025,,2.5,-0.03,-0.019,,-2.5
DMPP-1,4,DMPP-1 c,Radial Velocity,0,1.21,10.03,0.22,10.94,0.03,0.53,,0.61,-0.03,-0.24,,-0.59
TOI-700,4,TOI-700 b,Transit,0,0.415,9.977219,0.075,,0.021,4.1e-05,0.093,,-0.02,-3.8e-05,-0.054,
TOI-1260,3,TOI-1260 c,Transit,0,0.679,7.493134,0.0,,0.095,2e-05,,,-0.057,-2e-05,,
TOI-1260,3,TOI-1260 d,Transit,0,0.679,16.608164,0.0,,0.095,8.3e-05,,,-0.057,-8.3e-05,,
GJ 3138,3,GJ 3138 c,Radial Velocity,0,0.681,5.974,0.11,4.18,,0.001,0.11,0.61,,-0.001,-0.07,-0.59
Kepler-198,3,Kepler-198 d,Transit,0,0.97,1.31184443,0.0,,0.035,1.329e-06,,,-0.033,-1.329e-06,,
LHS 1903,4,LHS 1903 c,Transit,0,0.538,6.226185,0.089,,0.039,2.8e-05,0.036,,-0.03,-2.6e-05,-0.03,
HD 191939,6,HD 191939 b,Transit,0,0.81,8.8803256,0.031,9.66,0.04,4.7e-06,0.01,0.7,-0.04,-4.7e-06,-0.011,-0.7
Kepler-251,4,Kepler-251 e,Transit,0,0.891,99.640161,0.0,,0.019,0.001074,,,-0.027,-0.001074,,
Kepler-164,4,Kepler-164 d,Transit,0,1.036,28.986769,0.0,,0.031,0.000162,,,-0.034,-0.000162,,
Kepler-32,5,Kepler-32 b,Transit,0,0.58,5.90124,0.0,,0.05,0.0001,,,-0.05,-0.0001,,
Kepler-124,3,Kepler-124 c,Transit,0,0.706,13.821375,0.0,,0.01,3.7e-05,,,-0.006,-3.7e-05,,
TOI-700,4,TOI-700 e,Transit,0,0.415,27.80978,0.059,,0.021,0.00046,0.057,,-0.02,-0.0004,-0.042,
Kepler-265,4,Kepler-265 d,Transit,0,0.97,43.130617,0.0,,0.029,0.000658,,,-0.034,-0.000658,,
DMPP-1,4,DMPP-1 d,Radial Velocity,0,1.21,3.1417,0.36,4.72,0.03,0.002,,0.81,-0.03,-0.0248,,-0.73
HD 22946,3,TOI-411 c,Transit,0,1.098,9.573083,0.16,,0.04,1.4e-05,0.17,,-0.039,-1.4e-05,-0.1,
Kepler-24,4,Kepler-24 e,Transit,0,1.046,18.998355,0.0,,0.035,0.000157,,,-0.034,-0.000157,,
KOI-351,8,KOI-351 b,Transit,0,1.2,7.008151,0.0,,0.1,1.9e-05,,,-0.1,-1.9e-05,,
HD 40307,5,HD 40307 c,Radial Velocity,0,0.77,9.6184,0.06,6.6,0.05,0.005,0.11,1.1,-0.05,-0.0049,-0.06,-1.0
K2-136,3,K2-136 d,Transit,0,0.742,25.575,0.071,,0.039,0.0024,0.063,,-0.038,-0.0023,-0.049,
Kepler-26,4,Kepler-26 d,Transit,0,0.593,3.543919,0.0,,0.016,1.5e-05,,,-0.016,-1.5e-05,,
Kepler-229,3,Kepler-229 d,Transit,0,0.808,41.194912,0.0,,0.017,0.000248,,,-0.021,-0.000248,,
Kepler-106,4,Kepler-106 e,Transit,0,1.0,43.8445,0.0,6.590625122,0.06,,,2.432639406,-0.06,,,-2.432639406
Kepler-402,4,Kepler-402 b,Transit,0,1.072,4.028751,0.0,,0.036,1.9e-05,,,-0.029,-1.9e-05,,
Kepler-186,5,Kepler-186 c,Transit,0,0.478,7.267302,0.0,,0.055,1.2e-05,,,-0.055,-1.1e-05,,
Kepler-339,3,Kepler-339 b,Transit,0,0.87,4.977656,0.0,,0.01,1.9e-05,,,-0.012,-1.9e-05,,
Kepler-102,5,Kepler-102 d,Transit,0,0.803,10.311767,0.092,4.541252342,0.021,4.1e-06,,1.929920725,-0.021,-4.1e-06,,-1.929920725
Kepler-83,3,Kepler-83 c,Transit,0,0.66,20.09,0.0,,0.41,,,,-0.25,,,
Kepler-102,5,Kepler-102 e,Transit,0,0.803,16.1456994,0.089,4.741928307,0.021,2.2e-06,,2.057155136,-0.021,-2.2e-06,,-2.057155136
Kepler-68,4,Kepler-68 b,Transit,0,1.057,5.39875259,0.09,8.440506691,0.022,5.2e-07,,1.469218447,-0.02,-5.2e-07,,-1.469218447
K2-136,3,K2-136 c,Transit,0,0.742,17.30713,0.047,,0.039,0.00027,0.062,,-0.038,-0.00027,-0.034,
Kepler-68,4,Kepler-68 d,Radial Velocity,0,1.057,632.62,0.102,238.053476843,0.022,1.03,0.016,5.403082919,-0.02,-1.03,-0.016,-5.403082919
tau Cet,3,tau Cet g,Radial Velocity,1,0.783,20.0,0.06,1.75,0.012,0.02,0.13,0.25,-0.012,-0.01,-0.06,-0.4
tau Cet,3,tau Cet h,Radial Velocity,1,0.783,49.41,0.23,1.83,0.012,0.08,0.16,0.68,-0.012,-0.1,-0.15,-0.26
tau Cet,3,tau Cet f,Radial Velocity,1,0.783,636.13,0.16,3.93,0.012,11.7,0.07,1.05,-0.012,-47.69,-0.16,-1.37
K2-72,4,K2-72 e,Transit,0,0.271365,24.158868,0.11,,0.079196,0.003726,0.198676,,-0.090624,-0.00385,-0.086832,
Kepler-154,5,Kepler-154 f,Transit,0,0.98,9.91935684,0.0,,0.04,7.788e-05,,,-0.044,-7.788e-05,,
HD 34445,6,HD 34445 e,Radial Velocity,0,1.07,49.175,0.09,16.8,0.02,0.045,0.062,2.9,-0.02,-0.045,-0.062,-2.9
Kepler-37,4,Kepler-37 c,Transit,0,0.79,21.301848,0.099,,0.033,1.8e-05,,,-0.03,-1.8e-05,,
Kepler-37,4,Kepler-37 b,Transit,0,0.79,13.36702,0.098,,0.033,6e-05,,,-0.03,-6e-05,,
Kepler-416,3,Kepler-416 b,Transit Timing Variations,0,1.0,6.319,0.0,,,,,,,,,
Kepler-19,3,Kepler-19 b,Transit,0,0.936,9.28699,0.41,7.398281105,0.04,0.0,,2.109477431,-0.04,0.0,,-2.109477431
Kepler-68,4,Kepler-68 c,Transit,0,1.057,9.605027,0.099,2.669529507,0.022,1.3e-05,,1.889065682,-0.02,-1.3e-05,,-1.889065682
Kepler-219,3,Kepler-219 b,Transit,0,1.164,4.585512,0.0,,0.035,8e-06,,,-0.033,-8e-06,,
Kepler-296,5,Kepler-296 b,Transit,0,0.498,10.864384,0.33,,0.067,5.1e-05,,,-0.087,-4.6e-05,,
HD 191939,6,HD 191939 c,Transit,0,0.81,28.579743,0.034,7.55,0.04,4.5e-05,0.034,1.05,-0.04,-4.5e-05,-0.013,-1.05
HD 191939,6,HD 191939 d,Transit,0,0.81,38.353037,0.031,2.8,0.04,6e-05,0.018,1.11,-0.04,-6e-05,-0.012,-1.11
HD 108236,5,HD 108236 c,Transit,0,0.869,6.203449,0.034,,0.05,4.9e-05,0.042,,-0.048,-4.6e-05,-0.025,
Kepler-399,3,Kepler-399 d,Transit,0,0.902,58.034616,0.0,,0.065,0.000363,,,-0.033,-0.000363,,
Kepler-83,3,Kepler-83 b,Transit,0,0.66,9.77,0.0,,0.41,,,,-0.25,,,
Kepler-102,5,Kepler-102 f,Transit,0,0.803,27.453592,0.1,,0.021,6e-05,,,-0.021,-6e-05,,
Kepler-102,5,Kepler-102 b,Transit,0,0.803,5.286965,0.1,,0.021,1.2e-05,,,-0.021,-1.2e-05,,
Kepler-1311,3,Kepler-1311 c,Transit,0,1.05,2.53573424,0.0,,0.083,1.018e-05,,,-0.058,-1.018e-05,,
GJ 357,3,GJ 357 b,Transit,0,0.342,3.9306,,,0.011,2e-06,,,-0.011,-2e-06,,
Kepler-26,4,Kepler-26 e,Transit,0,0.593,46.827915,0.0,,0.016,0.000173,,,-0.016,-0.000173,,
Kepler-169,5,Kepler-169 b,Transit,0,0.825,3.250619,0.0,,0.007,1.3e-05,,,-0.013,-1.3e-05,,
TOI-4010,4,TOI-4010 b,Transit,0,0.88,1.348335,0.03,,0.03,3e-06,0.03,,-0.03,-2e-06,-0.02,
GJ 367,3,GJ 367 b,Transit,0,0.455,0.3219225,0.06,,0.011,2e-07,0.07,,-0.011,-2e-07,-0.04,
GJ 367,3,GJ 367 c,Radial Velocity,0,0.455,11.5301,0.09,4.13,0.011,0.0078,0.07,0.36,-0.011,-0.0078,-0.07,-0.36
Kepler-54,3,Kepler-54 c,Transit,0,0.51,12.0717249,0.0,,,0.00029,,,,-0.00029,,
TOI-4010,4,TOI-4010 e,Radial Velocity,0,0.88,762.0,0.26,692.0,0.03,90.0,0.04,66.0,-0.03,-90.0,-0.04,-63.0
HR 8799,4,HR 8799 b,Imaging,0,1.5,170000.0,,,0.3,,,,-0.3,,,
HR 8799,4,HR 8799 c,Imaging,0,1.5,69000.0,0.5,,0.3,,,,-0.3,,,
HR 8799,4,HR 8799 d,Imaging,0,1.5,37000.0,0.6,,0.3,,,,-0.3,,,
HR 8799,4,HR 8799 e,Imaging,0,1.51,20815.6,0.15,,0.038,1128.62,0.08,,-0.024,-1128.62,-0.08,
LP 791-18,3,LP 791-18 b,Transit,0,0.139,0.9479981,0.0,,0.005,2.1e-06,,,-0.005,-2.1e-06,,
LP 791-18,3,LP 791-18 c,Transit,0,0.139,4.98991,0.0001,,0.005,1.2e-06,0.0001,,-0.005,-1.4e-06,-0.0001,
LP 791-18,3,LP 791-18 d,Transit,0,0.139,2.75485,0.0011,,0.005,0.00013,0.001,,-0.005,-0.00013,-0.0008,
Kepler-51,4,Kepler-51 e,Transit Timing Variations,0,0.96,264.284,0.02,,0.05,0.905,0.015,,-0.05,-0.905,-0.015,
Kepler-51,4,Kepler-51 d,Transit,0,1.04,130.194,0.008,,0.12,0.005,0.011,,-0.12,-0.002,-0.008,
Kepler-51,4,Kepler-51 c,Transit,0,1.04,85.312,0.014,,0.12,0.003,0.013,,-0.12,-0.002,-0.009,
Kepler-51,4,Kepler-51 b,Transit,0,1.04,45.154,0.04,,0.12,0.0002,0.01,,-0.12,-0.0002,-0.01,
GJ 180,3,GJ 180 d,Radial Velocity,0,0.43,106.3,0.14,7.56,,0.129,0.04,1.07,,-0.129,-0.04,-1.07
Kepler-139,5,Kepler-139 f,Transit Timing Variations,0,1.078,355.0,,,0.028,2.0,,,-0.034,-2.0,,
Kepler-126,3,Kepler-126 c,Transit,0,1.108,21.869741,0.19,1.279421481,0.029,8.2e-05,0.18,7.032758791,-0.029,-8.2e-05,-0.19,-7.032758791
TOI-4010,4,TOI-4010 c,Transit,0,0.88,5.414654,0.03,,0.03,7e-06,0.03,,-0.03,-7e-06,-0.02,
K2-3,3,K2-3 c,Transit,0,0.549,24.646729,0.048,,0.029,4.4e-05,0.073,,-0.027,-4.2e-05,-0.035,
K2-3,3,K2-3 d,Transit,0,0.549,44.55603,0.091,,0.029,0.00013,0.12,,-0.027,-0.00012,-0.064,
DMPP-2,3,DMPP-2 b,Radial Velocity,0,1.41,5.203,0.06,171.48,0.04,0.0012,,10.99,-0.04,-0.0012,,-8.34
Kepler-52,3,Kepler-52 d,Transit,0,0.577,36.445171,0.0,,0.014,0.000253,,,-0.014,-0.000253,,
Kepler-132,4,Kepler-132 c,Transit,0,0.929,6.414914,0.0,,0.035,1.9e-05,,,-0.033,-1.9e-05,,
HD 39091,3,pi Men c,Transit,0,1.07,6.2678399,0.0,3.496112477,0.04,1.1e-05,,0.317828407,-0.04,-1.1e-05,,-0.317828407
HD 110067,6,HD 110067 f,Transit,0,0.798,41.05854,,,0.042,0.0001,,,-0.042,-0.0001,,
HD 11506,3,HD 11506 b,Radial Velocity,0,1.22,1617.7,0.379,1525.5763536,0.02,1.9,0.009,25.42627256,-0.02,-1.9,-0.009,-25.42627256
Kepler-235,4,Kepler-235 d,Transit,0,0.581,20.060548,0.0,,0.018,9.9e-05,,,-0.018,-9.9e-05,,
Kepler-1530,3,Kepler-1530 d,Transit,0,1.015,9.20761013,0.0,,0.122,,,,-0.111,,,
HD 110067,6,HD 110067 e,Transit,0,0.798,30.793091,,,0.042,1.2e-05,,,-0.042,-1.2e-05,,
HD 110067,6,HD 110067 c,Transit,0,0.798,13.673694,,,0.042,2.4e-05,,,-0.042,-2.4e-05,,
Kepler-139,5,Kepler-139 d,Transit,0,1.078,7.305699922,0.0,4.658076226,0.0255,,,2.001763017,-0.0255,,,-2.001763017
Kepler-336,3,Kepler-336 d,Transit,0,1.09,20.678772,0.0,,0.059,0.000102,,,-0.042,-0.000102,,
HD 20794,4,HD 20794 d,Radial Velocity,0,0.79,89.68,0.077,2.98,0.01,0.1,0.084,0.29,-0.01,-0.1,-0.055,-0.29
HD 39194,3,HD 39194 c,Radial Velocity,0,0.86,14.0309,0.078,7.49,0.04,0.0022,,0.5,-0.04,-0.0022,,-0.5
Kepler-763,3,Kepler-763 b,Transit,0,0.84,1.19655156,0.0,,0.038,3.563e-06,,,-0.041,-3.563e-06,,
HD 34445,6,HD 34445 b,Radial Velocity,0,1.14,1049.0,0.27,260.6206,0.09,11.0,0.07,28.6047,-0.09,-11.0,-0.07,-28.6047
Kepler-311,3,Kepler-311 d,Transit,0,0.974,232.040326,0.0,,0.082,0.006902,,,-0.062,-0.006902,,
Kepler-326,3,Kepler-326 c,Transit,0,0.91,4.580358,0.0,,0.011,1e-05,,,-0.01,-1e-05,,
HD 20794,4,HD 20794 e,Radial Velocity,1,0.813,147.02,0.29,4.77,0.018,1.43,0.14,0.96,-0.012,-0.91,-0.18,-0.86
Kepler-132,4,Kepler-132 b,Transit,0,0.929,6.178196,0.0,,0.035,2.2e-05,,,-0.033,-2.2e-05,,
Kepler-265,4,Kepler-265 c,Transit,0,0.97,17.028937,0.0,,0.029,0.000136,,,-0.034,-0.000136,,
Kepler-352,3,Kepler-352 c,Transit,0,0.798,16.332995,0.0,,0.01,0.000272,,,-0.02,-0.000272,,
Kepler-122,5,Kepler-122 b,Transit,0,0.982,5.766193,0.0,,0.028,1.6e-05,,,-0.029,-1.6e-05,,
GJ 9827,3,GJ 9827 c,Transit,0,0.62,3.648103,0.0,2.42,0.04,1.3e-05,,0.75,-0.04,-1e-05,,-0.49
Kepler-271,3,Kepler-271 d,Transit,0,0.9,5.24972541,0.0,,0.041,4.062e-05,,,-0.045,-4.062e-05,,
Kepler-446,3,Kepler-446 c,Transit,0,0.22,3.036179,0.0,,0.05,5.5e-06,,,-0.05,-5.5e-06,,
Kepler-235,4,Kepler-235 c,Transit,0,0.581,7.824904,0.0,,0.018,5.5e-05,,,-0.018,-5.5e-05,,
Kepler-20,6,Kepler-20 d,Transit,0,0.929,77.611455,0.082,12.94676483,0.053,9.6e-05,,4.212057781,-0.053,-9.6e-05,,-4.212057781
LHS 1678,3,LHS 1678 c,Transit,0,0.345,3.694284,0.039,,0.014,4.8e-06,0.04,,-0.014,-4.4e-06,-0.025,
HD 39194,3,HD 39194 d,Radial Velocity,0,0.86,33.874,0.159,5.16,0.04,0.024,,0.59,-0.04,-0.024,,-0.59
LHS 1678,3,LHS 1678 d,Transit,0,0.345,4.9652229,0.036,,0.014,9.6e-06,0.06,,-0.014,-7.5e-06,-0.027,
Kepler-203,3,Kepler-203 d,Transit,0,1.06,11.32972,0.0,,0.022,8e-05,,,-0.036,-8e-05,,
TOI-1136,6,TOI-1136 c,Transit,0,1.022,6.2574,0.11,,0.027,0.0002,0.01,,-0.027,-0.0002,-0.01,
Kepler-229,3,Kepler-229 b,Transit,0,0.808,6.252972,0.0,,0.017,2.1e-05,,,-0.021,-2.1e-05,,
Kepler-56,3,Kepler-56 d,Radial Velocity,0,1.29,1002.0,0.2,1784.0,0.037,5.0,0.01,120.0,-0.034,-5.0,-0.01,-120.0
Kepler-26,4,Kepler-26 b,Transit,0,0.544,12.28,0.021,,0.025,0.0003,0.021,,-0.025,-0.0003,-0.013,
Kepler-26,4,Kepler-26 c,Transit,0,0.544,17.2559,0.013,,0.025,0.0006,0.013,,-0.025,-0.0006,-0.01,
HD 141399,4,HD 141399 b,Radial Velocity,0,1.07,94.44,0.04,143.34133,0.08,0.05,0.02,9.5349,-0.08,-0.05,-0.02,-9.5349
HD 141399,4,HD 141399 c,Radial Velocity,0,1.07,201.99,0.048,422.7139,0.08,0.08,0.009,25.4264,-0.08,-0.08,-0.009,-25.4264
HD 141399,4,HD 141399 e,Radial Velocity,0,1.07,5000.0,0.26,209.7678,0.08,560.0,0.22,31.783,-0.08,-2000.0,-0.22,-31.783
HD 108236,5,HD 108236 e,Transit,0,0.869,19.590025,0.058,,0.05,8.3e-05,0.032,,-0.048,-8.9e-05,-0.036,
HD 108236,5,TOI-1233.01,Transit,0,0.869,14.175685,0.055,,0.05,8.3e-05,0.038,,-0.048,-0.0001,-0.035,
TOI-451,3,TOI-451 b,Transit,0,0.93,1.8587033,0.0,,0.04,9.3e-06,,,-0.04,-1.14e-05,,
HD 11506,3,HD 11506 c,Radial Velocity,0,1.22,223.92,0.228,127.1313628,0.02,0.37,0.054,6.35656814,-0.02,-0.37,-0.054,-6.35656814
TOI-663,3,TOI-663 d,Transit,0,0.514,7.1027268,,,0.012,2.97e-05,,,-0.012,-2.79e-05,,
HD 133131 A,3,HD 133131 A b,Radial Velocity,0,0.95,649.0,0.33,451.3186,,3.0,0.03,12.7132,,-3.0,-0.03,-12.7132
Kepler-770,3,Kepler-770 b,Transit,0,0.94,18.92540274,0.0,,0.053,5.291e-05,,,-0.057,-5.291e-05,,
HD 133131 B,3,HD 133131 B b,Radial Velocity,0,0.93,5769.0,0.61,794.575,,831.0,0.04,15.8915,,-831.0,-0.04,-15.8915
HD 73344,3,HD 73344 b,Transit,0,1.2,15.611,0.03,,0.02,3e-05,0.019,,-0.02,-3e-05,-0.013,
Kepler-529,3,Kepler-529 c,Transit,0,1.07,12.8345022,0.0,,0.056,3.659e-05,,,-0.057,-3.659e-05,,
Kepler-255,3,Kepler-255 d,Transit,0,0.9,1.045622658,0.0,,0.043,2.671e-06,,,-0.054,-2.671e-06,,
Kepler-758,4,Kepler-758 c,Transit,0,1.16,4.75793986,0.0,,0.122,3.846e-05,,,-0.082,-3.846e-05,,
Kepler-271,3,Kepler-271 c,Transit,0,0.9,7.41086267,0.0,,0.041,3.305e-05,,,-0.045,-3.305e-05,,
Kepler-968,3,Kepler-968 b,Transit,0,0.76,3.692983728,0.0,,0.026,3.606e-06,,,-0.04,-3.606e-06,,
Kepler-1073,3,Kepler-1073 b,Transit,0,1.0,8.67888593,0.0,,0.095,2.409e-05,,,-0.066,-2.409e-05,,
Kepler-1388,4,Kepler-1388 b,Transit,0,0.63,12.2854603,0.0,,0.021,8.795e-05,,,-0.03,-8.795e-05,,
Kepler-1254,3,Kepler-1254 b,Transit,0,0.78,9.99113313,0.0,,0.039,5.61e-05,,,-0.05,-5.61e-05,,
Kepler-616,3,Kepler-616 c,Transit,0,0.98,90.4113556,0.0,,0.058,0.0004522,,,-0.054,-0.0004522,,
Kepler-770,3,Kepler-770 d,Transit,0,0.94,4.15244722,0.0,,0.053,1.685e-05,,,-0.057,-1.685e-05,,
Kepler-398,3,Kepler-398 d,Transit,0,0.72,6.83437001,0.0,,0.024,1.518e-05,,,-0.028,-1.518e-05,,
Kepler-1321,3,Kepler-1321 c,Transit,0,0.54,2.226491086,0.0,,0.072,5.243e-06,,,-0.036,-5.243e-06,,
Kepler-1388,4,Kepler-1388 c,Transit,0,0.63,5.53608151,0.0,,0.021,2.88e-05,,,-0.03,-2.88e-05,,
Kepler-549,3,Kepler-549 c,Transit,0,0.88,117.040498,0.0,,0.039,0.001777,,,-0.047,-0.001777,,
Kepler-619,3,Kepler-619 c,Transit,0,1.09,1.208465026,0.0,,0.072,1.674e-06,,,-0.061,-1.674e-06,,
Kepler-217,3,Kepler-217 d,Transit,0,1.37,3.88689525,0.0,,0.157,2.241e-05,,,-0.124,-2.241e-05,,
Kepler-758,4,Kepler-758 d,Transit,0,1.16,20.4966197,0.0,,0.122,0.0002282,,,-0.082,-0.0002282,,
Kepler-1542,4,Kepler-1542 b,Transit,0,0.94,3.95116882,0.0,,0.032,1.633e-05,,,-0.031,-1.633e-05,,
Kepler-1254,3,Kepler-1254 d,Transit,0,0.78,5.72717226,0.0,,0.039,2.908e-05,,,-0.05,-2.908e-05,,
Kepler-245,4,Kepler-245 e,Transit,0,0.86,3.219821056,0.0,,0.03,4.735e-06,,,-0.032,-4.735e-06,,
Kepler-132,4,Kepler-132 e,Transit,0,1.03,110.2869374,0.0,,0.057,0.000878,,,-0.055,-0.000878,,
Kepler-154,5,Kepler-154 e,Transit,0,0.98,3.93276465,0.0,,0.04,1.225e-05,,,-0.044,-1.225e-05,,
Kepler-1530,3,Kepler-1530 b,Transit,0,0.92,2.5904434,0.0,,0.04,0.0001715,,,-0.043,-0.0001715,,
Kepler-1530,3,Kepler-1530 c,Transit,0,0.92,5.3227406,0.0,,0.04,0.0006331,,,-0.043,-0.0006331,,
Kepler-342,4,Kepler-342 e,Transit,0,1.26,1.644224613,0.0,,0.047,6.213e-06,,,-0.04,-6.213e-06,,
Kepler-1073,3,Kepler-1073 c,Transit,0,1.0,4.02582254,0.0,,0.095,1.484e-05,,,-0.066,-1.484e-05,,
Kepler-1468,3,Kepler-1468 b,Transit,0,1.04,8.23984869,0.0,,0.083,3.988e-05,,,-0.075,-3.988e-05,,
Kepler-154,5,Kepler-154 d,Transit,0,0.98,20.54981883,0.0,,0.04,2.572e-05,,,-0.044,-2.572e-05,,
Kepler-148,3,Kepler-148 d,Transit,0,0.86,51.84688575,0.0,,0.038,2.57e-05,,,-0.044,-2.57e-05,,
Kepler-1388,4,Kepler-1388 e,Transit,0,0.63,37.6327084,0.0,,0.021,0.0007269,,,-0.03,-0.0007269,,
Kepler-619,3,Kepler-619 b,Transit,0,1.09,5.404272197,0.0,,0.072,5.55e-06,,,-0.061,-5.55e-06,,
Kepler-603,3,Kepler-603 b,Transit,0,1.01,21.05358596,0.0,,0.063,8.943e-05,,,-0.063,-8.943e-05,,
TOI-1246,4,TOI-1246 d,Transit,0,0.8889,18.654874,0.0,,0.0303,5.5e-05,,,-0.0302,-5.5e-05,,
TOI-1246,4,TOI-1246 e,Transit,0,0.8889,37.92548,0.0,,0.0303,0.00016,,,-0.0302,-0.00016,,
K2-72,4,K2-72 c,Transit,0,0.271365,15.189034,0.11,,0.079196,0.003128,0.20197,,-0.090624,-0.003149,-0.091536,
K2-16,3,K2-16 b,Transit,0,0.68,7.6188,,,0.03,0.00087,,,-0.03,-0.00087,,
K2-16,3,K2-16 c,Transit,0,0.68,19.07863,,,0.03,0.00327,,,-0.03,-0.00327,,
Kepler-223,4,Kepler-223 e,Transit,0,1.125,19.72567,0.051,,0.094,0.00055,0.019,,-0.073,-0.00054,-0.019,
Kepler-223,4,Kepler-223 b,Transit,0,1.125,7.38449,0.078,,0.094,0.00022,0.015,,-0.073,-0.00022,-0.017,
Kepler-223,4,Kepler-223 d,Transit,0,1.125,14.78869,0.037,,0.094,0.0003,0.018,,-0.073,-0.00027,-0.017,
TOI-2267 B,3,TOI-2267 d,Transit,0,0.0989,2.0344671,,,0.013,2.3e-06,,,-0.013,-2.3e-06,,
Kepler-80,6,Kepler-80 d,Transit,0,0.73,3.07222,0.0041,,0.03,6e-05,0.0037,,-0.03,-4e-05,-0.0028,
Kepler-80,6,Kepler-80 c,Transit,0,0.73,9.52355,0.0079,,0.03,0.00041,0.004,,-0.03,-0.00029,-0.0037,
HD 34445,6,HD 34445 c,Radial Velocity,0,1.07,214.67,0.036,53.5,0.02,0.45,0.071,5.0,-0.02,-0.45,-0.036,-5.0
HD 37124,3,HD 37124 c,Radial Velocity,0,0.85,885.5,0.125,207.22516,,5.1,0.055,16.52716,,-5.1,-0.055,-16.52716
HD 34445,6,HD 34445 g,Radial Velocity,0,1.07,5700.0,0.032,120.6,0.02,1500.0,0.08,38.9,-0.02,-1500.0,-0.032,-38.9
Wolf 1061,3,Wolf 1061 c,Radial Velocity,0,0.294,17.8719,0.11,3.41,,0.0059,0.1,0.43,,-0.0059,-0.07,-0.41
GJ 3293,4,GJ 3293 b,Radial Velocity,0,0.42,30.5987,0.06,23.54,,0.0083,0.04,0.88,,-0.0084,-0.04,-0.89
HD 219134,6,HD 219134 d,Radial Velocity,0,0.81,46.859,0.138,16.3999458012,0.03,0.028,0.025,1.0170509024,-0.03,-0.028,-0.025,-0.953485221
HD 219134,6,HD 219134 g,Radial Velocity,1,0.794,94.2,0.0,10.80622,0.037,0.2,,1.27132,-0.022,-0.2,,-1.27132
GJ 3293,4,GJ 3293 c,Radial Velocity,0,0.42,122.6196,0.11,21.09,,0.2429,0.1,1.24,,-0.2371,-0.08,-1.26
K2-58,3,K2-58 d,Transit,0,0.89,22.8827,,,0.08,0.004,,,-0.08,-0.004,,
HD 215152,4,HD 215152 d,Radial Velocity,0,0.77,10.86499,0.0,2.801,0.015,0.00564,,0.809,-0.015,-0.00613,,-0.923
L 98-59,5,L 98-59 e,Radial Velocity,0,0.2923,12.8278,0.012,2.82,0.0067,0.0018,0.009,0.19,-0.0067,-0.0018,-0.008,-0.19
L 98-59,5,L 98-59 f,Radial Velocity,0,0.2923,23.064,0.044,2.8,0.0067,0.055,0.027,0.3,-0.0067,-0.055,-0.028,-0.3
Kepler-80,6,Kepler-80 g,Transit,0,0.83,14.64558,0.1303,,0.03,0.00012,0.0034,,-0.03,-0.00012,-0.0037,
K2-219,3,K2-219 b,Transit,0,1.021545,3.901287,,,0.033902,0.00066,,,-0.029772,-0.000677,,
HD 215152,4,HD 215152 b,Radial Velocity,0,0.77,5.75999,0.0,1.819,0.015,0.00157,,0.501,-0.015,-0.00175,,-0.629
K2-219,3,K2-219 c,Transit,0,1.021545,6.66767,,,0.033902,0.001283,,,-0.029772,-0.001569,,
K2-219,3,K2-219 d,Transit,0,1.021545,11.137278,,,0.033902,0.000808,,,-0.029772,-0.000786,,
GJ 3138,3,GJ 3138 b,Radial Velocity,0,0.681,1.22003,0.19,1.78,,6e-05,0.18,0.34,,-4e-05,-0.13,-0.33
HD 7924,3,HD 7924 c,Radial Velocity,0,0.832,15.299,0.098,7.86,0.022,0.0032,0.096,0.73,-0.036,-0.0033,-0.069,-0.71
K2-80,3,K2-80 d,Transit,0,0.913111,28.867253,,,0.020845,0.00514,,,-0.024425,-0.004625,,
GJ 3138,3,GJ 3138 d,Radial Velocity,0,0.681,257.8,0.32,10.5,,3.6,0.2,2.3,,-3.5,-0.21,-2.1
HD 191939,6,HD 191939 e,Radial Velocity,0,0.81,101.12,0.031,112.2,0.04,0.13,0.008,4.0,-0.04,-0.13,-0.016,-4.0
TOI-469,3,TOI-469.01,Transit,0,0.901,13.6308205,0.0,,0.043,9e-06,,,-0.043,-9e-06,,
Kepler-289,4,Kepler-289 c,Transit,0,1.08,125.8723,0.0,,0.02,0.0035,,,-0.02,-0.0021,,
GJ 3293,4,GJ 3293 e,Radial Velocity,0,0.42,13.2543,0.21,3.28,,0.0078,0.2,0.64,,-0.0104,-0.14,-0.64
GJ 3293,4,GJ 3293 d,Radial Velocity,0,0.42,48.1345,0.12,7.6,,0.0628,0.13,1.05,,-0.0661,-0.09,-1.05
K2-148,3,K2-148 d,Transit,0,0.65,9.7579,,,0.061,0.001,,,-0.061,-0.001,,
